category,filename,LL_Mean,LL_Std_Dev,LL_Variance,LL_Energy,LL_Entropy,LL_Contrast,LL_Homogeneity,LH_Mean,LH_Std_Dev,LH_Variance,LH_Energy,LH_Entropy,LH_Contrast,LH_Homogeneity,HL_Mean,HL_Std_Dev,HL_Variance,HL_Energy,HL_Entropy,HL_Contrast,HL_Homogeneity,HH_Mean,HH_Std_Dev,HH_Variance,HH_Energy,HH_Entropy,HH_Contrast,HH_Homogeneity,LL_LH_Correlation,LL_HL_Correlation,LL_HH_Correlation,LH_HL_Correlation,LH_HH_Correlation,HL_HH_Correlation
brown_bread,48-scale_6_im_8_grey.png,0.750356158,0.114385734,0.013084096,9439.124852,8.727659053,0.114385734,0.987084886,1.36E-20,0.040650252,0.001652443,27.07362553,9.472781425,0.040650252,0.998350283,1.69E-20,0.057162308,0.003267529,53.53520185,8.744842626,0.057162308,0.996743113,-8.47E-21,0.029009282,0.000841538,13.78776624,9.321357238,0.029009282,0.999159169,8.24E-18,-1.81E-18,-0.014545449,0.020771268,-2.23E-19,1.05E-17
brown_bread,48-scale_6_im_9_grey.png,0.570351754,0.235486234,0.055453766,6238.288112,9.741519901,0.235486234,0.947459786,-3.25E-19,0.090030499,0.008105491,132.8003614,10.53795614,0.090030499,0.99195968,6.69E-20,0.089280648,0.007971034,130.5974241,9.839362427,0.089280648,0.992092001,5.42E-20,0.050831726,0.002583864,42.33403306,10.33892391,0.050831726,0.997422795,-3.52E-18,-3.57E-19,0.035940079,-0.05352201,-1.52E-19,-2.52E-18
brown_bread,48-scale_7_im_1_grey.png,0.793035769,0.136550931,0.018646157,10609.49013,8.98948929,0.136550931,0.981695158,1.08E-19,0.052422881,0.002748158,45.02582853,9.695095594,0.052422881,0.997259373,-1.02E-20,0.057468161,0.00330259,54.10962707,8.775035166,0.057468161,0.996708282,1.02E-20,0.031065111,0.000965041,15.81123414,9.447149992,0.031065111,0.999035889,-5.68E-18,-5.28E-19,-4.92E-05,6.93E-05,-5.44E-19,-7.59E-18
brown_bread,48-scale_7_im_2_grey.png,0.711462163,0.133996377,0.017955029,8587.402253,8.961723501,0.133996377,0.982361668,-1.08E-19,0.04339112,0.001882789,30.84762015,9.721280639,0.04339112,0.998120749,-3.22E-20,0.074176334,0.005502129,90.14687428,9.230410312,0.074176334,0.994527979,1.99E-20,0.032201336,0.001036926,16.98899654,9.603434999,0.032201336,0.998964148,-6.85E-18,-2.47E-18,-0.064430813,0.086376247,-8.21E-20,5.50E-18
brown_bread,48-scale_7_im_3_grey.png,0.649560547,0.247233853,0.061124578,7914.348251,9.826011347,0.247233853,0.942396417,8.13E-20,0.08273379,0.00684488,112.1465129,10.47279879,0.08273379,0.993201654,1.22E-19,0.096815282,0.009373199,153.5704883,9.946068056,0.096815282,0.990713842,-1.06E-20,0.046782847,0.002188635,35.85859285,10.28628284,0.046782847,0.997816145,-2.65E-18,-3.14E-19,0.006686285,-0.009655008,4.82E-21,-4.86E-18
brown_bread,48-scale_7_im_4_grey.png,0.76195954,0.133551442,0.017835988,9804.485882,8.968843267,0.133551442,0.98247656,-3.25E-19,0.051200999,0.002621542,42.95134948,9.699707868,0.051200999,0.997385312,-2.20E-20,0.056557762,0.00319878,52.40881968,8.761200943,0.056557762,0.996811419,-1.02E-20,0.029404017,0.000864596,14.16554402,9.447830878,0.029404017,0.999136151,4.95E-19,1.06E-18,-0.050793781,0.068880316,-9.17E-19,1.53E-18
brown_bread,48-scale_7_im_5_grey.png,0.559439147,0.16360988,0.026768193,5566.305921,9.258629715,0.16360988,0.973929663,0,0.060102138,0.003612267,59.18338331,10.15523921,0.060102138,0.996400734,-1.48E-19,0.079350842,0.006296556,103.1627759,9.558258735,0.079350842,0.993742842,3.03E-20,0.038634326,0.001492611,24.45494041,9.980805979,0.038634326,0.998509613,-1.38E-18,-2.58E-18,-0.081091902,0.107477828,1.13E-19,4.42E-18
brown_bread,48-scale_7_im_6_grey.png,0.752429439,0.263432253,0.069396552,10412.79569,9.91488636,0.263432253,0.935106812,-6.51E-19,0.110240662,0.012153004,199.1148097,10.73147864,0.110240662,0.987992919,5.08E-21,0.091636775,0.008397298,137.5813379,9.832095633,0.091636775,0.991672629,-3.94E-20,0.054978718,0.003022659,49.5232526,10.49262139,0.054978718,0.996986449,-3.73E-18,-1.68E-18,-0.00634329,0.009094242,-1.21E-18,-9.75E-18
brown_bread,48-scale_7_im_7_grey.png,0.888373162,0.121937848,0.014868839,13173.97649,8.863029284,0.121937848,0.985349005,0,0.053048997,0.002814196,46.10778931,9.53632765,0.053048997,0.997193701,-1.69E-21,0.050357573,0.002535885,41.5479431,8.629091236,0.050357573,0.997470529,3.32E-20,0.030859199,0.00095229,15.60232218,9.255724167,0.030859199,0.999048616,1.62E-17,-3.93E-18,0.049668188,-0.069961566,1.71E-19,-4.63E-18
brown_bread,48-scale_7_im_8_grey.png,0.893244007,0.102154014,0.010435443,13243.51976,8.594788592,0.102154014,0.989672331,-5.42E-20,0.044630789,0.001991907,32.63540946,9.193345286,0.044630789,0.998012052,-1.86E-20,0.051059662,0.002607089,42.71454825,8.620727155,0.051059662,0.99739969,1.27E-20,0.030019578,0.000901175,14.76485198,8.990003987,0.030019578,0.999099636,3.72E-18,-2.96E-19,-0.03720397,0.050065297,1.13E-18,4.42E-18
brown_bread,48-scale_7_im_9_grey.png,0.683642578,0.230047823,0.052922001,8524.417855,9.760024613,0.230047823,0.949737966,-2.71E-19,0.102793223,0.010566447,173.1206613,10.65256221,0.102793223,0.989544036,3.05E-20,0.09375403,0.008789818,144.0123799,9.838810184,0.09375403,0.99128677,5.04E-20,0.059648469,0.00355794,58.2932872,10.49472854,0.059648469,0.996454674,2.29E-18,-6.59E-19,0.028118882,-0.040036957,-5.40E-19,6.25E-18
brown_bread,48-scale_8_im_1_grey.png,0.95778282,0.119713856,0.014331407,15264.63427,8.770616122,0.119713856,0.98587108,1.90E-19,0.056741788,0.003219631,52.75042676,9.575665763,0.056741788,0.996790702,1.69E-21,0.052182292,0.002722992,44.61349481,8.714952239,0.052182292,0.997284403,-6.27E-20,0.031962447,0.001021598,16.73786236,9.311400967,0.031962447,0.998979445,-1.50E-18,-3.69E-19,0.003352529,-0.004332423,1.99E-19,-9.59E-18
brown_bread,48-scale_8_im_2_grey.png,0.833863262,0.134660729,0.018133512,11689.35243,9.009393232,0.134660729,0.982189456,-1.63E-19,0.052732372,0.002780703,45.55903883,9.748285238,0.052732372,0.997227008,7.62E-20,0.072152918,0.005206044,85.29581699,9.179599878,0.072152918,0.994820919,4.49E-20,0.035652518,0.001271102,20.82573626,9.54278898,0.035652518,0.998730512,-8.59E-18,-1.65E-18,-0.072893384,0.091978873,-2.09E-20,-6.77E-18
brown_bread,48-scale_8_im_3_grey.png,0.781430473,0.241706088,0.058421833,10961.80394,9.812980955,0.241706088,0.944802884,1.08E-19,0.104075005,0.010831607,177.4650442,10.65805382,0.104075005,0.98928446,-5.76E-20,0.089813511,0.008066467,132.1609919,9.768554559,0.089813511,0.99199808,-3.81E-20,0.053242626,0.002834777,46.44499039,10.43051504,0.053242626,0.997173236,-1.08E-18,5.13E-19,0.005268917,-0.007254046,7.00E-20,3.99E-19
brown_bread,48-scale_8_im_4_grey.png,0.813993087,0.13114786,0.017199761,11137.58937,8.973647975,0.13114786,0.983091068,6.78E-20,0.060105805,0.003612708,59.19060361,9.846862263,0.060105805,0.996400297,-8.47E-21,0.051645189,0.002667226,43.69982314,8.629784598,0.051645189,0.99733987,3.41E-20,0.031444825,0.000988777,16.20012303,9.516212157,0.031444825,0.9990122,5.59E-18,-1.50E-18,-0.065675192,0.087250006,-1.65E-18,-1.15E-17
brown_bread,48-scale_8_im_5_grey.png,0.659030331,0.178820377,0.031976727,7639.821584,9.416635638,0.178820377,0.969014101,-8.13E-20,0.065540425,0.004295547,70.37824683,10.26252038,0.065540425,0.995722826,-4.15E-20,0.089337108,0.007981119,130.7626528,9.691574533,0.089337108,0.992082075,-1.61E-20,0.04166674,0.001736117,28.44454441,10.0798027,0.04166674,0.998266892,4.19E-18,3.92E-18,-0.08262408,0.105140979,9.13E-19,-2.05E-18
brown_bread,48-scale_8_im_6_grey.png,0.827343271,0.25300259,0.064010311,12263.54195,9.856469309,0.25300259,0.939840517,-1.08E-19,0.11120002,0.012365444,202.5954402,10.70198651,0.11120002,0.987785592,8.47E-21,0.090064924,0.008111691,132.9019377,9.758930778,0.090064924,0.99195358,-4.02E-20,0.05321323,0.002831648,46.3937178,10.46587404,0.05321323,0.997176348,-1.01E-17,4.89E-19,-0.012317124,0.016557446,-2.97E-19,-1.38E-17
brown_bread,48-scale_8_im_7_grey.png,0.873451861,0.119090124,0.014182458,12732.01642,8.830973424,0.119090124,0.986015872,-1.36E-19,0.053235054,0.002833971,46.43178008,9.504170407,0.053235054,0.997174038,-2.88E-20,0.048409679,0.002343497,38.39585544,8.536877816,0.048409679,0.997661982,6.14E-21,0.02871408,0.000824498,13.50858131,9.177353008,0.02871408,0.999176181,-9.35E-19,-4.27E-18,0.058374618,-0.077457736,5.33E-19,6.42E-18
brown_bread,48-scale_8_im_8_grey.png,0.991643689,0.108177173,0.011702301,16303.05495,8.548609641,0.108177173,0.988433059,6.78E-20,0.041153167,0.001693583,27.74766628,9.055439106,0.041153167,0.99830928,3.90E-20,0.053135123,0.002823341,46.25762399,8.750233627,0.053135123,0.997184608,-4.79E-20,0.025807155,0.000666009,10.91189542,8.795768094,0.025807155,0.999334434,-4.19E-18,-4.34E-18,-0.016094866,0.020548408,7.63E-19,1.24E-17
brown_bread,48-scale_8_im_9_grey.png,0.806165748,0.247838499,0.061423922,11654.38377,9.831771525,0.247838499,0.942130641,-2.17E-19,0.106085173,0.011254064,184.3865821,10.66996457,0.106085173,0.988871181,-3.39E-21,0.089345272,0.007982578,130.7865513,9.721917767,0.089345272,0.992080639,-1.86E-20,0.052563195,0.00276289,45.26718185,10.41628144,0.052563195,0.997244723,6.19E-18,1.31E-18,0.034480913,-0.047391781,3.14E-19,-6.43E-19
brown_bread,48-scale_9_im_1_grey.png,0.94952991,0.128012563,0.016387216,15040.41805,8.86962219,0.128012563,0.983876995,1.63E-19,0.054295133,0.002947961,48.29940023,9.483596407,0.054295133,0.997060703,1.69E-20,0.049420698,0.002442405,40.01637063,8.633196152,0.049420698,0.997563545,-9.74E-21,0.026515009,0.000703046,11.5187005,9.088560129,0.026515009,0.999297448,1.83E-19,-3.00E-20,-0.005329585,0.006741678,-2.75E-19,-5.82E-18
brown_bread,48-scale_9_im_2_grey.png,0.94028081,0.141168264,0.019928479,14812.06136,9.043706806,0.141168264,0.980460906,-2.71E-20,0.050055818,0.002505585,41.05150327,9.61001875,0.050055818,0.997500677,1.15E-19,0.077611176,0.006023495,98.68893502,9.365021878,0.077611176,0.994012571,1.29E-20,0.033932969,0.001151446,18.86529796,9.413300322,0.033932969,0.998849878,-3.36E-18,1.37E-19,-0.089793548,0.110719788,-8.71E-19,-3.79E-18
brown_bread,48-scale_9_im_3_grey.png,0.823384364,0.252372641,0.06369195,12151.2552,9.878890682,0.252372641,0.940121809,-4.34E-19,0.109652625,0.012023698,196.9962707,10.73977719,0.109652625,0.988119154,1.41E-19,0.101371859,0.010276254,168.3661438,9.923324727,0.101371859,0.989828273,2.96E-20,0.059459512,0.003535434,57.92454441,10.55482076,0.059459512,0.996477022,4.90E-19,-5.87E-19,-0.000239728,0.000323627,2.13E-19,3.44E-18
brown_bread,48-scale_9_im_4_grey.png,0.915368892,0.131045581,0.017172944,14009.51852,8.943291023,0.131045581,0.983116987,1.90E-19,0.048129948,0.002316492,37.95340254,9.323053808,0.048129948,0.997688862,1.02E-20,0.048032982,0.002307167,37.80063053,8.611799973,0.048032982,0.997698143,-5.19E-21,0.023253898,0.000540744,8.859546328,8.886969842,0.023253898,0.999459548,7.08E-18,-4.73E-18,-0.078273285,0.103175544,-3.07E-19,-1.21E-17
brown_bread,48-scale_9_im_5_grey.png,0.787683345,0.184296674,0.033965264,10721.85862,9.464307147,0.184296674,0.967150478,-6.78E-20,0.058892148,0.003468285,56.82438293,10.03366719,0.058892148,0.996543702,-3.73E-20,0.086507627,0.00748357,122.6108035,9.586319065,0.086507627,0.992572018,6.35E-22,0.034108698,0.001163403,19.06119954,9.759588657,0.034108698,0.998837949,3.20E-18,-2.89E-18,-0.117080144,0.144462158,-2.63E-19,-2.08E-18
brown_bread,48-scale_9_im_6_grey.png,0.82245998,0.262344428,0.068824599,12210.42205,9.922850143,0.262344428,0.935607209,-3.25E-19,0.099154597,0.009831634,161.0814917,10.60082162,0.099154597,0.990264086,1.69E-20,0.089563612,0.008021641,131.426559,9.754727601,0.089563612,0.992042194,4.21E-20,0.044248788,0.001957955,32.07913879,10.27201783,0.044248788,0.998045871,-1.04E-18,3.39E-19,-0.039050441,0.051045178,-6.36E-21,1.00E-17
brown_bread,48-scale_9_im_7_grey.png,1.010022212,0.13997928,0.019594199,17035.08488,8.948348431,0.13997928,0.980782356,2.17E-19,0.062907182,0.003957313,64.83662438,9.768382662,0.062907182,0.996058285,1.36E-20,0.057649883,0.003323509,54.45237216,8.836097189,0.057649883,0.9966875,2.54E-20,0.033228508,0.001104134,18.09012687,9.46759471,0.033228508,0.998897084,9.62E-20,-1.88E-18,0.038747869,-0.049696266,-2.43E-19,2.82E-18
brown_bread,48-scale_9_im_8_grey.png,1.009894876,0.104098074,0.010836409,16887.38315,8.509291327,0.104098074,0.98927976,1.36E-20,0.038000973,0.001444074,23.6597078,8.907991808,0.038000973,0.998558008,1.69E-20,0.050167459,0.002516774,41.23482507,8.654598734,0.050167459,0.997489544,-4.76E-20,0.022745959,0.000517379,8.476732026,8.626014216,0.022745959,0.999482889,-1.50E-17,-2.49E-19,-0.04670174,0.0580047,-3.02E-19,-1.88E-17
brown_bread,48-scale_9_im_9_grey.png,0.751969401,0.240399146,0.057791749,10211.32357,9.803710159,0.240399146,0.945365664,-3.25E-19,0.09109746,0.008298747,135.9666744,10.5431678,0.09109746,0.991769555,-7.12E-20,0.08900981,0.007922746,129.8062745,9.753622092,0.08900981,0.99213953,8.26E-20,0.044289212,0.001961534,32.13777778,10.26484508,0.044289212,0.998042306,-6.19E-18,1.57E-19,0.018930212,-0.024856628,3.43E-19,-1.95E-19
orange_peel,55-scale_1_im_1_grey.png,1.192263614,0.103624809,0.010738101,23465.6666,8.366090494,0.103624809,0.989375981,0,0.021474235,0.000461143,7.555363322,7.762543845,0.021474235,0.99953907,0,0.014412395,0.000207717,3.403237216,6.252533267,0.014412395,0.999792326,8.31E-21,0.005390982,2.91E-05,0.476163014,6.630336702,0.005390982,0.999970938,4.57E-18,-4.55E-18,-0.02902341,0.052387322,-3.81E-19,3.07E-18
orange_peel,55-scale_1_im_2_grey.png,0.909638289,0.069468577,0.004825883,13635.87399,7.892605197,0.069468577,0.995197294,-1.36E-20,0.010934603,0.000119566,1.958961938,6.205284067,0.010934603,0.999880449,0,0.014832783,0.000220011,3.604667436,6.639134252,0.014832783,0.999780037,-7.84E-21,0.005120594,2.62E-05,0.429596309,5.732605424,0.005120594,0.99997378,-2.23E-18,-2.89E-18,0.067079863,-0.147121184,-1.17E-18,3.49E-17
orange_peel,55-scale_1_im_3_grey.png,1.165205653,0.115784335,0.013406012,22464.26993,8.497304608,0.115784335,0.986771331,-5.42E-20,0.024026485,0.000577272,9.458023837,7.953132577,0.024026485,0.999423061,0,0.016953174,0.00028741,4.708927336,6.546724118,0.016953174,0.999712672,-1.07E-20,0.007580848,5.75E-05,0.941576317,7.136601366,0.007580848,0.999942534,-6.09E-18,5.22E-18,-0.00294935,0.006355544,-1.04E-18,-1.34E-17
orange_peel,55-scale_1_im_4_grey.png,1.152301145,0.070543323,0.00497636,21836.17396,7.823678526,0.070543323,0.995048281,-5.42E-20,0.013421933,0.000180148,2.951549404,6.74851282,0.013421933,0.999819884,0,0.011955225,0.000142927,2.341722414,5.954658568,0.011955225,0.999857093,4.29E-21,0.004913198,2.41E-05,0.39550173,6.101200072,0.004913198,0.999975861,1.97E-17,-5.02E-18,-0.081477331,0.175988438,-3.38E-18,-4.91E-17
orange_peel,55-scale_1_im_5_grey.png,1.000017233,0.062066494,0.00385225,16447.67997,7.804711461,0.062066494,0.996162533,-6.78E-21,0.009388007,8.81E-05,1.443998462,6.416311843,0.009388007,0.999911873,0,0.012955249,0.000167838,2.749865436,6.510973215,0.012955249,0.99983219,1.27E-21,0.005745445,3.30E-05,0.540838139,6.080857608,0.005745445,0.999966991,2.62E-17,6.09E-18,-0.019365092,0.056778159,-6.79E-20,-3.61E-17
orange_peel,55-scale_1_im_6_grey.png,1.156658816,0.093931052,0.008823042,22064.04868,8.146193767,0.093931052,0.991254123,9.49E-20,0.018412264,0.000339011,5.554363706,7.556989705,0.018412264,0.999661103,0,0.015473437,0.000239427,3.922775855,6.366004738,0.015473437,0.99976063,1.27E-21,0.007406331,5.49E-05,0.898723568,6.940986199,0.007406331,0.999945149,-9.80E-19,2.11E-18,-0.065609898,0.160209283,1.07E-18,-5.27E-17
orange_peel,55-scale_1_im_7_grey.png,1.109631587,0.081189849,0.006591792,20281.32844,8.06557522,0.081189849,0.993451376,5.42E-20,0.014114368,0.000199215,3.263944637,6.910723712,0.014114368,0.999800824,0,0.014371714,0.000206546,3.384052288,6.424033755,0.014371714,0.999793496,3.76E-21,0.00504204,2.54E-05,0.416516724,6.214111158,0.00504204,0.999974578,1.03E-17,-7.77E-18,0.130135517,-0.262623656,-2.20E-18,-3.54E-17
orange_peel,55-scale_1_im_8_grey.png,1.178688917,0.105333346,0.011095114,22944.19745,8.421472391,0.105333346,0.989026637,1.90E-19,0.021819415,0.000476087,7.800207612,7.784574513,0.021819415,0.99952414,0,0.015709968,0.000246803,4.043621684,6.492017064,0.015709968,0.999753258,-2.54E-21,0.006436413,4.14E-05,0.678746636,6.889681175,0.006436413,0.999958574,5.16E-18,7.66E-19,0.000470034,-0.000929653,2.00E-21,8.38E-18
orange_peel,55-scale_1_im_9_grey.png,1.096504481,0.101195946,0.010240619,19866.6272,8.397017371,0.101195946,0.989863188,-5.42E-20,0.018938186,0.000358655,5.876201461,7.497059284,0.018938186,0.999641474,0,0.01648347,0.000271705,4.451610919,6.750030163,0.01648347,0.999728369,2.17E-21,0.007485027,5.60E-05,0.917923875,6.930240165,0.007485027,0.999943978,1.25E-17,6.35E-21,0.089627994,-0.21747691,-1.58E-19,5.66E-17
orange_peel,55-scale_2_im_1_grey.png,1.156354358,0.112045738,0.012554248,22113.64289,8.513761948,0.112045738,0.987601407,5.42E-20,0.033807416,0.001142941,18.72595156,8.535350094,0.033807416,0.998858363,0,0.025634523,0.000657129,10.76639754,7.174453535,0.025634523,0.999343303,2.12E-22,0.011911196,0.000141877,2.324505959,7.819472735,0.011911196,0.999858144,2.46E-18,6.39E-18,-0.018374067,0.028295592,1.47E-19,-9.54E-18
orange_peel,55-scale_2_im_2_grey.png,0.910170133,0.079864314,0.006378309,13677.16624,8.160911345,0.079864314,0.993662116,4.07E-20,0.01792824,0.000321422,5.266174548,7.045907284,0.01792824,0.999678681,-3.39E-21,0.027456502,0.00075386,12.35123414,7.396641175,0.027456502,0.999246708,-3.49E-21,0.009412421,8.86E-05,1.451518647,6.633249706,0.009412421,0.999911414,-1.89E-17,5.86E-18,0.016268843,-0.024844366,7.38E-20,-2.62E-17
orange_peel,55-scale_2_im_3_grey.png,1.09028081,0.139287226,0.019400931,19793.72626,8.806514513,0.139287226,0.980968301,0,0.041808887,0.001747983,28.63895425,8.586382634,0.041808887,0.998255067,0,0.029387277,0.000863612,14.14941945,7.59126672,0.029387277,0.999137133,-4.34E-21,0.014405636,0.000207522,3.400046136,7.990524578,0.014405636,0.999792521,-5.82E-18,-3.35E-18,0.032441145,-0.05298,-1.70E-18,-3.00E-17
orange_peel,55-scale_2_im_4_grey.png,1.006218405,0.078584987,0.0061756,16689.57928,8.121421888,0.078584987,0.993862304,0,0.020623971,0.000425348,6.968904268,7.247761858,0.020623971,0.999574833,0,0.021776624,0.000474221,7.769642445,7.14635527,0.021776624,0.999526003,4.39E-21,0.009854962,9.71E-05,1.591218762,6.865104628,0.009854962,0.999902889,-2.09E-18,1.19E-17,-0.086759099,0.149605227,4.42E-18,-3.21E-18
orange_peel,55-scale_2_im_5_grey.png,1.005819164,0.074629185,0.005569515,16666.4881,8.090800733,0.074629185,0.994461332,3.39E-20,0.015088949,0.000227676,3.730249904,6.973510776,0.015088949,0.999772375,0,0.023384747,0.000546846,8.95953095,7.234076647,0.023384747,0.999453453,1.43E-20,0.008941592,8.00E-05,1.309934641,6.699415272,0.008941592,0.999920054,-1.81E-17,1.75E-17,-0.001524071,0.002882285,-4.97E-19,-1.43E-17
orange_peel,55-scale_2_im_6_grey.png,1.042296645,0.10368889,0.010751386,17975.43825,8.471449493,0.10368889,0.989362977,1.63E-19,0.029109544,0.000847366,13.88323722,7.998785822,0.029109544,0.999153352,-3.39E-21,0.02608106,0.000680222,11.14475202,7.432689294,0.02608106,0.999320241,-7.84E-21,0.013323032,0.000177503,2.908212226,7.520771526,0.013323032,0.999822528,-1.12E-17,8.99E-18,-0.0703884,0.128078361,-1.29E-18,1.98E-18
orange_peel,55-scale_2_im_7_grey.png,1.131793333,0.093851958,0.00880819,21131.49891,8.267746305,0.093851958,0.991268717,0,0.025652834,0.000658068,10.78178393,7.893708819,0.025652834,0.999342365,0,0.025822744,0.000666814,10.92508266,7.135210842,0.025822744,0.99933363,-1.16E-21,0.010972693,0.0001204,1.972633602,7.391083945,0.010972693,0.999879614,2.32E-17,-2.12E-18,0.174737756,-0.271647427,-1.36E-18,1.94E-17
orange_peel,55-scale_2_im_8_grey.png,1.08993614,0.112623774,0.012684115,19671.36612,8.560955203,0.112623774,0.987474757,-1.63E-19,0.034663099,0.00120153,19.68587466,8.495391094,0.034663099,0.998799912,3.39E-21,0.0307213,0.000943798,15.46319108,7.692544386,0.0307213,0.999057092,-1.69E-21,0.014755011,0.00021771,3.566966551,7.976480843,0.014755011,0.999782337,1.91E-17,-7.23E-19,0.052021754,-0.081179736,1.27E-18,-1.11E-17
orange_peel,55-scale_2_im_9_grey.png,1.043644684,0.120785347,0.0145891,18084.38604,8.722829422,0.120785347,0.985620681,9.49E-20,0.032028052,0.001025796,16.8066436,8.148291721,0.032028052,0.998975255,0,0.029433458,0.000866328,14.19392541,7.68989841,0.029433458,0.999134421,-2.54E-20,0.013917612,0.0001937,3.173579393,7.70121642,0.013917612,0.999806338,-1.75E-18,-5.03E-19,0.143554808,-0.255991116,-1.61E-19,-3.00E-17
orange_peel,55-scale_3_im_1_grey.png,1.274894206,0.114242228,0.013051287,26843.65246,8.572103916,0.114242228,0.987116855,-1.08E-19,0.050644416,0.002564857,42.02261438,9.269464928,0.050644416,0.997441705,0,0.03690807,0.001362206,22.31837755,7.564579493,0.03690807,0.998639647,-6.78E-21,0.026163023,0.000684504,11.21490965,8.86676923,0.026163023,0.999315964,-2.34E-18,-3.30E-18,-0.001676503,0.00268081,4.64E-19,-1.07E-17
orange_peel,55-scale_3_im_2_grey.png,1.052315028,0.088361818,0.007807811,18271.02275,8.217171792,0.088361818,0.992252679,0,0.029176641,0.000851276,13.94731257,8.218677225,0.029176641,0.999149448,2.03E-20,0.044115817,0.001946205,31.88662822,8.20170697,0.044115817,0.998057575,-6.46E-21,0.021780524,0.000474391,7.77242599,8.073020578,0.021780524,0.999525834,7.23E-18,-8.32E-18,0.004447479,-0.006649933,3.38E-19,1.83E-17
orange_peel,55-scale_3_im_3_grey.png,1.085614373,0.13112022,0.017192512,19591.18567,8.783800471,0.13112022,0.983098074,-1.08E-19,0.05366512,0.002879945,47.18502115,8.967115741,0.05366512,0.997128325,3.39E-21,0.038179502,0.001457674,23.88253749,7.95714452,0.038179502,0.998544447,-6.06E-20,0.026621148,0.000708686,11.61110342,8.60334648,0.026621148,0.999291816,1.18E-17,3.69E-18,0.033342943,-0.05680388,-1.30E-18,5.00E-18
orange_peel,55-scale_3_im_4_grey.png,1.161902095,0.068274656,0.004661429,22195.04282,7.710996561,0.068274656,0.995360199,1.08E-19,0.023684768,0.000560968,9.190903499,7.740801675,0.023684768,0.999439346,0,0.027400199,0.000750771,12.30063053,6.912090904,0.027400199,0.999249792,-4.27E-20,0.015231169,0.000231989,3.800899654,7.46925453,0.015231169,0.999768065,-7.33E-18,-6.82E-18,-0.073308876,0.117469864,-2.16E-18,-1.62E-17
orange_peel,55-scale_3_im_5_grey.png,0.975192919,0.06832195,0.004667889,15657.68283,7.997127391,0.06832195,0.995353799,-1.36E-20,0.01806263,0.000326259,5.345420992,7.200863219,0.01806263,0.999673848,3.39E-21,0.028958608,0.000838601,13.7396386,7.429884093,0.028958608,0.999162102,-8.05E-21,0.013398397,0.000179517,2.941207228,7.027426663,0.013398397,0.999820515,-5.49E-18,5.70E-18,-0.004504513,0.007883194,5.59E-19,-5.46E-18
orange_peel,55-scale_3_im_6_grey.png,1.14031767,0.089690917,0.008044461,21436.31522,8.18954207,0.089690917,0.992019736,1.36E-19,0.033544597,0.00112524,18.43593233,8.350783247,0.033544597,0.998876025,-6.78E-21,0.029395269,0.000864082,14.15711649,7.279464212,0.029395269,0.999136664,8.15E-21,0.018851835,0.000355392,5.822737409,8.017475742,0.018851835,0.999644735,3.38E-18,-1.98E-18,-0.069347026,0.11891316,-2.23E-18,-4.59E-17
orange_peel,55-scale_3_im_7_grey.png,1.2585679,0.099574014,0.009914984,26114.59101,8.369148692,0.099574014,0.990182357,-1.08E-19,0.031628147,0.00100034,16.38956555,8.518645528,0.031628147,0.99900066,0,0.036946237,0.001365024,22.36455978,7.506258348,0.036946237,0.998636836,-1.29E-20,0.020403503,0.000416303,6.82070742,8.267369407,0.020403503,0.99958387,-3.23E-18,-8.31E-18,0.153234691,-0.266418204,-1.17E-18,-4.49E-18
orange_peel,55-scale_3_im_8_grey.png,1.143609739,0.119312602,0.014235497,21660.93794,8.612002023,0.119312602,0.985964308,1.08E-19,0.053103869,0.002820021,46.20322184,9.335537206,0.053103869,0.997187909,0,0.047211826,0.002228957,36.51922338,8.172028512,0.047211826,0.997776001,-1.93E-20,0.031316003,0.000980692,16.06765859,9.034466881,0.031316003,0.999020269,-6.42E-18,4.47E-18,0.007343416,-0.010943944,-7.33E-19,1.23E-17
orange_peel,55-scale_3_im_9_grey.png,0.990126187,0.128574747,0.016531466,16332.90374,8.862263142,0.128574747,0.983737379,1.63E-19,0.042195631,0.001780471,29.17124183,8.550427206,0.042195631,0.998222693,6.78E-21,0.039619811,0.001569729,25.71844675,8.094303295,0.039619811,0.998432731,-6.25E-21,0.024732521,0.000611698,10.02205306,8.33640515,0.024732521,0.999388676,-8.12E-18,4.33E-18,0.142932478,-0.271878642,-2.45E-18,-1.08E-17
orange_peel,55-scale_4_im_1_grey.png,1.173005227,0.11501489,0.013228425,22760.15618,8.585767672,0.11501489,0.986944282,-1.08E-19,0.04927957,0.002428476,39.78815071,9.199283289,0.04927957,0.997577407,0,0.03648369,0.00133106,21.80808151,7.681048973,0.03648369,0.99867071,-2.65E-20,0.026494008,0.000701932,11.50046136,8.843034906,0.026494008,0.99929856,-5.98E-18,2.43E-19,-0.018616467,0.031552468,-1.67E-19,-7.01E-18
orange_peel,55-scale_4_im_2_grey.png,1.191838523,0.090493015,0.008188986,23407.29732,8.206007504,0.090493015,0.991877529,5.42E-20,0.033825354,0.001144155,18.74582853,8.783235031,0.033825354,0.998857153,3.39E-21,0.05055711,0.002556021,41.87785467,8.016957019,0.05055711,0.997450495,-1.06E-22,0.027262415,0.000743239,12.17723183,8.681689777,0.027262415,0.999257313,1.51E-17,7.06E-18,-0.038541032,0.055600426,-1.76E-18,4.92E-18
